checkpoint,num_files,snr_before_db,snr_after_db,snr_improvement_db,stoi,stoi_failures,pesq,pesq_failures,avg_total_time_sec_informational
phase1_baseline,5,2.999997091940417,10.231589712774996,7.231592620834578,0.8558988303692843,0,1.5971234083175658,0,48.01644885999267
phase2_finetune,5,2.999997091940417,11.269986180216993,8.269989088276574,0.8620093632090129,0,1.6642329454421998,0,40.85423033999977
