checkpoint,num_files,snr_before_db,snr_after_db,snr_improvement_db,stoi,stoi_failures,pesq,pesq_failures,latency_ms_per_frame
phase1_baseline,1,11.311186558649569,17.859069332318725,6.547882773669157,0.9680994435534959,0,2.172434091567993,0,65.53656144587218
phase2_finetune,1,11.311186558649569,13.676577135516242,2.365390576866673,0.9549498849400797,0,1.8895177841186523,0,73.78855662636303
